,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address
27268,2016-06,WOODLANDS,5 ROOM,420,WOODLANDS ST 41,04 TO 06,137.0,Model A,1995,78,450000.0,420 WOODLANDS ST 41
27269,2016-06,WOODLANDS,5 ROOM,786D,WOODLANDS DR 60,13 TO 15,122.0,Improved,1997,80,455000.0,786D WOODLANDS DR 60
27270,2016-06,WOODLANDS,5 ROOM,794,WOODLANDS DR 72,10 TO 12,122.0,Improved,1998,80,458000.0,794 WOODLANDS DR 72
27271,2016-06,WOODLANDS,5 ROOM,539,WOODLANDS DR 16,10 TO 12,121.0,Improved,2000,83,460000.0,539 WOODLANDS DR 16
27272,2016-06,WOODLANDS,5 ROOM,543,WOODLANDS DR 16,10 TO 12,121.0,Improved,2000,83,460000.0,543 WOODLANDS DR 16
27273,2016-06,WOODLANDS,5 ROOM,533,WOODLANDS DR 14,10 TO 12,125.0,Premium Apartment,1999,82,465000.0,533 WOODLANDS DR 14
27274,2016-06,WOODLANDS,5 ROOM,687A,WOODLANDS DR 75,07 TO 09,114.0,Premium Apartment,2003,85,465000.0,687A WOODLANDS DR 75
27275,2016-06,WOODLANDS,5 ROOM,849,WOODLANDS ST 82,10 TO 12,136.0,Model A,1995,78,465000.0,849 WOODLANDS ST 82
27276,2016-06,WOODLANDS,5 ROOM,892B,WOODLANDS DR 50,07 TO 09,121.0,Improved,1996,79,467000.0,892B WOODLANDS DR 50
27277,2016-06,WOODLANDS,5 ROOM,715,WOODLANDS DR 70,10 TO 12,122.0,Improved,1997,79,475000.0,715 WOODLANDS DR 70
27278,2016-06,WOODLANDS,5 ROOM,367,WOODLANDS AVE 5,07 TO 09,120.0,Improved,1996,79,491899.0,367 WOODLANDS AVE 5
27279,2016-06,WOODLANDS,5 ROOM,366,WOODLANDS AVE 5,07 TO 09,120.0,Improved,1996,79,495000.0,366 WOODLANDS AVE 5
27280,2016-06,WOODLANDS,5 ROOM,354,WOODLANDS AVE 1,10 TO 12,124.0,Improved,1996,79,530000.0,354 WOODLANDS AVE 1
27281,2016-06,WOODLANDS,EXECUTIVE,636,WOODLANDS RING RD,01 TO 03,142.0,Maisonette,1999,82,520000.0,636 WOODLANDS RING RD
27282,2016-06,WOODLANDS,EXECUTIVE,636,WOODLANDS RING RD,04 TO 06,142.0,Maisonette,1999,82,520000.0,636 WOODLANDS RING RD
27283,2016-06,WOODLANDS,EXECUTIVE,589,WOODLANDS DR 16,10 TO 12,131.0,Apartment,2001,83,535000.0,589 WOODLANDS DR 16
27284,2016-06,WOODLANDS,EXECUTIVE,789,WOODLANDS AVE 6,04 TO 06,143.0,Apartment,1997,80,560000.0,789 WOODLANDS AVE 6
27285,2016-06,WOODLANDS,EXECUTIVE,535,WOODLANDS DR 14,07 TO 09,145.0,Premium Apartment,1999,82,567000.0,535 WOODLANDS DR 14
27286,2016-06,WOODLANDS,EXECUTIVE,788,WOODLANDS AVE 6,13 TO 15,143.0,Apartment,1997,80,570000.0,788 WOODLANDS AVE 6
27287,2016-06,WOODLANDS,EXECUTIVE,307,WOODLANDS AVE 1,04 TO 06,176.0,Apartment,1994,76,570000.0,307 WOODLANDS AVE 1
27288,2016-06,WOODLANDS,EXECUTIVE,868,WOODLANDS ST 83,01 TO 03,155.0,Maisonette,1996,78,575000.0,868 WOODLANDS ST 83
27289,2016-06,WOODLANDS,EXECUTIVE,804,WOODLANDS ST 81,10 TO 12,152.0,Maisonette,1988,71,585000.0,804 WOODLANDS ST 81
27290,2016-06,WOODLANDS,EXECUTIVE,323,WOODLANDS ST 32,04 TO 06,164.0,Apartment,1995,77,600000.0,323 WOODLANDS ST 32
27291,2016-06,WOODLANDS,EXECUTIVE,358,WOODLANDS AVE 5,10 TO 12,146.0,Apartment,1996,79,625000.0,358 WOODLANDS AVE 5
27292,2016-06,WOODLANDS,EXECUTIVE,849,WOODLANDS ST 82,04 TO 06,177.0,Apartment,1995,78,668000.0,849 WOODLANDS ST 82
27293,2016-06,WOODLANDS,EXECUTIVE,848,WOODLANDS ST 82,04 TO 06,177.0,Apartment,1995,77,703000.0,848 WOODLANDS ST 82
27294,2016-06,WOODLANDS,EXECUTIVE,330,WOODLANDS AVE 1,10 TO 12,189.0,Apartment,1994,76,710000.0,330 WOODLANDS AVE 1
27295,2016-06,WOODLANDS,EXECUTIVE,821,WOODLANDS ST 82,07 TO 09,177.0,Apartment,1995,77,737000.0,821 WOODLANDS ST 82
27296,2016-06,WOODLANDS,EXECUTIVE,342,WOODLANDS AVE 1,07 TO 09,177.0,Apartment,1995,77,740000.0,342 WOODLANDS AVE 1
27297,2016-06,WOODLANDS,EXECUTIVE,830,WOODLANDS ST 83,10 TO 12,192.0,Apartment,1994,77,765000.0,830 WOODLANDS ST 83
27298,2016-06,YISHUN,2 ROOM,438,YISHUN AVE 11,04 TO 06,40.0,Model A,2000,83,235000.0,438 YISHUN AVE 11
27299,2016-06,YISHUN,2 ROOM,438,YISHUN AVE 11,10 TO 12,40.0,Model A,2000,83,239000.0,438 YISHUN AVE 11
27300,2016-06,YISHUN,3 ROOM,126,YISHUN ST 11,01 TO 03,67.0,New Generation,1984,67,263000.0,126 YISHUN ST 11
27301,2016-06,YISHUN,3 ROOM,111,YISHUN RING RD,01 TO 03,67.0,New Generation,1982,65,265000.0,111 YISHUN RING RD
27302,2016-06,YISHUN,3 ROOM,269,YISHUN ST 22,04 TO 06,64.0,Simplified,1988,70,265000.0,269 YISHUN ST 22
27303,2016-06,YISHUN,3 ROOM,123,YISHUN ST 11,10 TO 12,68.0,New Generation,1985,68,268000.0,123 YISHUN ST 11
27304,2016-06,YISHUN,3 ROOM,722,YISHUN ST 71,04 TO 06,64.0,Simplified,1987,70,268000.0,722 YISHUN ST 71
27305,2016-06,YISHUN,3 ROOM,110,YISHUN RING RD,04 TO 06,64.0,Simplified,1986,68,270000.0,110 YISHUN RING RD
27306,2016-06,YISHUN,3 ROOM,409,YISHUN RING RD,10 TO 12,74.0,Model A,1988,71,270000.0,409 YISHUN RING RD
27307,2016-06,YISHUN,3 ROOM,270,YISHUN ST 22,10 TO 12,74.0,Model A,1987,70,270000.0,270 YISHUN ST 22
27308,2016-06,YISHUN,3 ROOM,711,YISHUN AVE 5,04 TO 06,67.0,New Generation,1984,67,278000.0,711 YISHUN AVE 5
27309,2016-06,YISHUN,3 ROOM,148,YISHUN ST 11,01 TO 03,67.0,New Generation,1985,68,280000.0,148 YISHUN ST 11
27310,2016-06,YISHUN,3 ROOM,217,YISHUN ST 21,01 TO 03,68.0,New Generation,1985,68,280000.0,217 YISHUN ST 21
27311,2016-06,YISHUN,3 ROOM,711,YISHUN AVE 5,01 TO 03,67.0,New Generation,1984,67,282000.0,711 YISHUN AVE 5
27312,2016-06,YISHUN,3 ROOM,271,YISHUN ST 22,01 TO 03,70.0,Simplified,1985,68,283000.0,271 YISHUN ST 22
27313,2016-06,YISHUN,3 ROOM,220,YISHUN ST 21,04 TO 06,67.0,New Generation,1985,68,286888.0,220 YISHUN ST 21
27314,2016-06,YISHUN,3 ROOM,172,YISHUN AVE 7,13 TO 15,64.0,Simplified,1988,71,288000.0,172 YISHUN AVE 7
27315,2016-06,YISHUN,3 ROOM,708,YISHUN AVE 5,04 TO 06,67.0,New Generation,1984,67,290000.0,708 YISHUN AVE 5
27316,2016-06,YISHUN,3 ROOM,710,YISHUN AVE 5,04 TO 06,68.0,New Generation,1984,66,290000.0,710 YISHUN AVE 5
27317,2016-06,YISHUN,3 ROOM,106,YISHUN RING RD,01 TO 03,82.0,New Generation,1978,60,290000.0,106 YISHUN RING RD
27318,2016-06,YISHUN,3 ROOM,116,YISHUN RING RD,07 TO 09,74.0,Model A,1983,66,290000.0,116 YISHUN RING RD
27319,2016-06,YISHUN,3 ROOM,618,YISHUN RING RD,10 TO 12,64.0,Simplified,1992,75,290000.0,618 YISHUN RING RD
27320,2016-06,YISHUN,3 ROOM,210,YISHUN ST 21,04 TO 06,67.0,New Generation,1985,68,290000.0,210 YISHUN ST 21
27321,2016-06,YISHUN,3 ROOM,114,YISHUN RING RD,07 TO 09,74.0,Model A,1983,66,291000.0,114 YISHUN RING RD
27322,2016-06,YISHUN,3 ROOM,107,YISHUN RING RD,10 TO 12,67.0,New Generation,1982,64,294000.0,107 YISHUN RING RD
27323,2016-06,YISHUN,3 ROOM,145,YISHUN ST 11,07 TO 09,67.0,New Generation,1985,67,303000.0,145 YISHUN ST 11
27324,2016-06,YISHUN,3 ROOM,117,YISHUN RING RD,04 TO 06,74.0,Model A,1983,66,305000.0,117 YISHUN RING RD
27325,2016-06,YISHUN,3 ROOM,736,YISHUN ST 72,10 TO 12,67.0,New Generation,1984,67,308000.0,736 YISHUN ST 72
27326,2016-06,YISHUN,3 ROOM,849,YISHUN RING RD,04 TO 06,60.0,Model A,1999,82,310000.0,849 YISHUN RING RD
27327,2016-06,YISHUN,3 ROOM,861,YISHUN AVE 4,10 TO 12,74.0,Model A,1989,71,311000.0,861 YISHUN AVE 4
27328,2016-06,YISHUN,3 ROOM,153,YISHUN ST 11,07 TO 09,67.0,New Generation,1986,68,315000.0,153 YISHUN ST 11
27329,2016-06,YISHUN,3 ROOM,742,YISHUN AVE 5,07 TO 09,67.0,New Generation,1985,68,318000.0,742 YISHUN AVE 5
27330,2016-06,YISHUN,3 ROOM,217,YISHUN ST 21,10 TO 12,68.0,New Generation,1985,68,318000.0,217 YISHUN ST 21
27331,2016-06,YISHUN,3 ROOM,740,YISHUN AVE 5,04 TO 06,67.0,New Generation,1985,67,320000.0,740 YISHUN AVE 5
27332,2016-06,YISHUN,3 ROOM,734,YISHUN AVE 5,10 TO 12,67.0,New Generation,1985,67,327000.0,734 YISHUN AVE 5
27333,2016-06,YISHUN,3 ROOM,802,YISHUN RING RD,04 TO 06,74.0,Model A,1987,70,340000.0,802 YISHUN RING RD
27334,2016-06,YISHUN,4 ROOM,265,YISHUN ST 22,04 TO 06,84.0,Simplified,1986,69,300000.0,265 YISHUN ST 22
27335,2016-06,YISHUN,4 ROOM,279,YISHUN ST 22,07 TO 09,84.0,Simplified,1985,68,310000.0,279 YISHUN ST 22
27336,2016-06,YISHUN,4 ROOM,721,YISHUN ST 71,04 TO 06,84.0,Simplified,1985,68,320000.0,721 YISHUN ST 71
27337,2016-06,YISHUN,4 ROOM,257,YISHUN RING RD,04 TO 06,84.0,Simplified,1986,68,320000.0,257 YISHUN RING RD
27338,2016-06,YISHUN,4 ROOM,439,YISHUN AVE 11,10 TO 12,104.0,Model A,1988,71,325000.0,439 YISHUN AVE 11
27339,2016-06,YISHUN,4 ROOM,125,YISHUN ST 11,07 TO 09,96.0,New Generation,1984,67,330000.0,125 YISHUN ST 11
27340,2016-06,YISHUN,4 ROOM,636,YISHUN ST 61,01 TO 03,83.0,Simplified,1987,70,335000.0,636 YISHUN ST 61
27341,2016-06,YISHUN,4 ROOM,343,YISHUN AVE 11,04 TO 06,112.0,Model A,1988,71,340000.0,343 YISHUN AVE 11
27342,2016-06,YISHUN,4 ROOM,721,YISHUN ST 71,07 TO 09,84.0,Simplified,1985,68,340880.0,721 YISHUN ST 71
27343,2016-06,YISHUN,4 ROOM,868,YISHUN ST 81,07 TO 09,84.0,Simplified,1987,70,346000.0,868 YISHUN ST 81
27344,2016-06,YISHUN,4 ROOM,755,YISHUN ST 72,04 TO 06,84.0,Simplified,1986,69,350000.0,755 YISHUN ST 72
27345,2016-06,YISHUN,4 ROOM,343,YISHUN AVE 11,01 TO 03,108.0,Model A,1988,71,351000.0,343 YISHUN AVE 11
27346,2016-06,YISHUN,4 ROOM,390,YISHUN AVE 6,10 TO 12,84.0,Simplified,1988,71,355000.0,390 YISHUN AVE 6
27347,2016-06,YISHUN,4 ROOM,610,YISHUN ST 61,07 TO 09,84.0,Simplified,1986,69,355000.0,610 YISHUN ST 61
27348,2016-06,YISHUN,4 ROOM,126,YISHUN ST 11,10 TO 12,91.0,New Generation,1984,67,360000.0,126 YISHUN ST 11
27349,2016-06,YISHUN,4 ROOM,244,YISHUN RING RD,07 TO 09,105.0,Model A,1985,67,360000.0,244 YISHUN RING RD
27350,2016-06,YISHUN,4 ROOM,395,YISHUN RING RD,07 TO 09,104.0,Model A,1988,71,360000.0,395 YISHUN RING RD
27351,2016-06,YISHUN,4 ROOM,278,YISHUN ST 22,04 TO 06,104.0,Model A,1985,68,360000.0,278 YISHUN ST 22
27352,2016-06,YISHUN,4 ROOM,113,YISHUN RING RD,07 TO 09,103.0,Model A,1986,68,365000.0,113 YISHUN RING RD
27353,2016-06,YISHUN,4 ROOM,626,YISHUN ST 61,04 TO 06,83.0,Simplified,1987,69,365000.0,626 YISHUN ST 61
27354,2016-06,YISHUN,4 ROOM,287,YISHUN AVE 6,10 TO 12,105.0,Model A,1985,68,370000.0,287 YISHUN AVE 6
27355,2016-06,YISHUN,4 ROOM,449,YISHUN RING RD,01 TO 03,92.0,Model A,2012,95,375000.0,449 YISHUN RING RD
27356,2016-06,YISHUN,4 ROOM,234,YISHUN ST 21,10 TO 12,91.0,New Generation,1985,68,378888.0,234 YISHUN ST 21
27357,2016-06,YISHUN,4 ROOM,448,YISHUN RING RD,07 TO 09,92.0,Model A,2012,95,380000.0,448 YISHUN RING RD
27358,2016-06,YISHUN,4 ROOM,807,YISHUN RING RD,01 TO 03,85.0,Simplified,1986,69,380000.0,807 YISHUN RING RD
27359,2016-06,YISHUN,4 ROOM,221,YISHUN ST 21,04 TO 06,98.0,New Generation,1985,68,388000.0,221 YISHUN ST 21
27360,2016-06,YISHUN,4 ROOM,860,YISHUN AVE 4,04 TO 06,104.0,Model A,1988,71,390000.0,860 YISHUN AVE 4
27361,2016-06,YISHUN,4 ROOM,443,YISHUN AVE 11,01 TO 03,96.0,Model A,2012,95,395000.0,443 YISHUN AVE 11
27362,2016-06,YISHUN,4 ROOM,445,YISHUN AVE 11,10 TO 12,92.0,Model A,2012,95,400000.0,445 YISHUN AVE 11
27363,2016-06,YISHUN,4 ROOM,445,YISHUN AVE 11,07 TO 09,92.0,Model A,2012,95,405000.0,445 YISHUN AVE 11
27364,2016-06,YISHUN,4 ROOM,861,YISHUN AVE 4,10 TO 12,105.0,Model A,1989,71,406000.0,861 YISHUN AVE 4
27365,2016-06,YISHUN,4 ROOM,450,YISHUN RING RD,10 TO 12,92.0,Model A,2012,95,408000.0,450 YISHUN RING RD
27366,2016-06,YISHUN,4 ROOM,750,YISHUN ST 72,10 TO 12,92.0,New Generation,1984,66,415000.0,750 YISHUN ST 72
27367,2016-06,YISHUN,4 ROOM,443,YISHUN AVE 11,10 TO 12,92.0,Model A,2012,95,418000.0,443 YISHUN AVE 11
27368,2016-06,YISHUN,4 ROOM,445,YISHUN AVE 11,10 TO 12,92.0,Model A,2012,95,418000.0,445 YISHUN AVE 11
27369,2016-06,YISHUN,4 ROOM,855,YISHUN RING RD,10 TO 12,104.0,Model A,1988,71,425000.0,855 YISHUN RING RD
27370,2016-06,YISHUN,4 ROOM,766,YISHUN AVE 3,10 TO 12,104.0,Model A,1985,68,428000.0,766 YISHUN AVE 3
27371,2016-06,YISHUN,4 ROOM,617,YISHUN RING RD,07 TO 09,105.0,Model A,1988,70,428888.0,617 YISHUN RING RD
27372,2016-06,YISHUN,4 ROOM,622,YISHUN RING RD,07 TO 09,103.0,Model A,1987,70,430000.0,622 YISHUN RING RD
27373,2016-06,YISHUN,4 ROOM,627,YISHUN ST 61,10 TO 12,103.0,Model A,1988,70,430000.0,627 YISHUN ST 61
27374,2016-06,YISHUN,4 ROOM,874,YISHUN ST 81,07 TO 09,104.0,Model A,1988,70,436000.0,874 YISHUN ST 81
27375,2016-06,YISHUN,4 ROOM,445,YISHUN AVE 11,07 TO 09,92.0,Model A,2012,95,439899.0,445 YISHUN AVE 11
27376,2016-06,YISHUN,4 ROOM,449,YISHUN RING RD,10 TO 12,97.0,Model A,2012,95,449000.0,449 YISHUN RING RD
27377,2016-06,YISHUN,4 ROOM,756,YISHUN ST 72,10 TO 12,104.0,Model A,1985,68,450000.0,756 YISHUN ST 72
27378,2016-06,YISHUN,5 ROOM,289,YISHUN AVE 6,01 TO 03,122.0,Improved,1987,70,358000.0,289 YISHUN AVE 6
27379,2016-06,YISHUN,5 ROOM,644,YISHUN ST 61,04 TO 06,121.0,Improved,1988,71,397000.0,644 YISHUN ST 61
27380,2016-06,YISHUN,5 ROOM,410,YISHUN RING RD,04 TO 06,122.0,Improved,1988,71,403000.0,410 YISHUN RING RD
27381,2016-06,YISHUN,5 ROOM,733,YISHUN AVE 5,07 TO 09,121.0,Improved,1984,67,430000.0,733 YISHUN AVE 5
27382,2016-06,YISHUN,5 ROOM,346,YISHUN AVE 11,04 TO 06,122.0,Improved,1988,71,440000.0,346 YISHUN AVE 11
27383,2016-06,YISHUN,5 ROOM,346,YISHUN AVE 11,01 TO 03,121.0,Improved,1988,71,443000.0,346 YISHUN AVE 11
27384,2016-06,YISHUN,5 ROOM,259,YISHUN ST 22,07 TO 09,122.0,Improved,1986,69,449000.0,259 YISHUN ST 22
27385,2016-06,YISHUN,5 ROOM,775,YISHUN RING RD,01 TO 03,121.0,Improved,1986,69,452000.0,775 YISHUN RING RD
27386,2016-06,YISHUN,5 ROOM,785,YISHUN AVE 2,01 TO 03,121.0,Improved,1988,70,470000.0,785 YISHUN AVE 2
27387,2016-06,YISHUN,5 ROOM,620,YISHUN RING RD,07 TO 09,121.0,Improved,1987,70,485000.0,620 YISHUN RING RD
27388,2016-06,YISHUN,5 ROOM,310,YISHUN RING RD,04 TO 06,123.0,Improved,1995,77,488000.0,310 YISHUN RING RD
27389,2016-06,YISHUN,5 ROOM,755,YISHUN ST 72,10 TO 12,122.0,Improved,1986,69,493000.0,755 YISHUN ST 72
27390,2016-06,YISHUN,EXECUTIVE,360,YISHUN RING RD,07 TO 09,142.0,Apartment,1988,71,565000.0,360 YISHUN RING RD
27391,2016-06,YISHUN,EXECUTIVE,405,YISHUN AVE 6,10 TO 12,148.0,Maisonette,1988,71,567000.0,405 YISHUN AVE 6
27392,2016-06,YISHUN,EXECUTIVE,359,YISHUN RING RD,07 TO 09,142.0,Apartment,1988,71,570000.0,359 YISHUN RING RD
27393,2016-06,YISHUN,EXECUTIVE,834,YISHUN ST 81,10 TO 12,142.0,Apartment,1988,70,668000.0,834 YISHUN ST 81
27394,2016-06,YISHUN,EXECUTIVE,618,YISHUN RING RD,04 TO 06,164.0,Apartment,1992,74,700000.0,618 YISHUN RING RD
27395,2016-07,ANG MO KIO,2 ROOM,406,ANG MO KIO AVE 10,10 TO 12,44.0,Improved,1979,61,242000.0,406 ANG MO KIO AVE 10
27396,2016-07,ANG MO KIO,3 ROOM,602,ANG MO KIO AVE 5,01 TO 03,67.0,New Generation,1980,62,275000.0,602 ANG MO KIO AVE 5
27397,2016-07,ANG MO KIO,3 ROOM,444,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,62,280000.0,444 ANG MO KIO AVE 10
27398,2016-07,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1980,62,280000.0,560 ANG MO KIO AVE 10
27399,2016-07,ANG MO KIO,3 ROOM,611,ANG MO KIO AVE 5,04 TO 06,67.0,New Generation,1980,62,280000.0,611 ANG MO KIO AVE 5
27400,2016-07,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1980,62,285000.0,560 ANG MO KIO AVE 10
27401,2016-07,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1977,59,285000.0,212 ANG MO KIO AVE 3
27402,2016-07,ANG MO KIO,3 ROOM,180,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1981,63,285000.0,180 ANG MO KIO AVE 5
27403,2016-07,ANG MO KIO,3 ROOM,233,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,60,288000.0,233 ANG MO KIO AVE 3
27404,2016-07,ANG MO KIO,3 ROOM,554,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1981,63,290000.0,554 ANG MO KIO AVE 10
27405,2016-07,ANG MO KIO,3 ROOM,233,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1977,60,290000.0,233 ANG MO KIO AVE 3
27406,2016-07,ANG MO KIO,3 ROOM,564,ANG MO KIO AVE 3,13 TO 15,68.0,New Generation,1985,67,290000.0,564 ANG MO KIO AVE 3
27407,2016-07,ANG MO KIO,3 ROOM,465,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,62,293000.0,465 ANG MO KIO AVE 10
27408,2016-07,ANG MO KIO,3 ROOM,578,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1980,62,295000.0,578 ANG MO KIO AVE 10
27409,2016-07,ANG MO KIO,3 ROOM,534,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,62,295000.0,534 ANG MO KIO AVE 10
27410,2016-07,ANG MO KIO,3 ROOM,611,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,62,297000.0,611 ANG MO KIO AVE 5
27411,2016-07,ANG MO KIO,3 ROOM,258,ANG MO KIO AVE 4,04 TO 06,73.0,New Generation,1977,59,298000.0,258 ANG MO KIO AVE 4
27412,2016-07,ANG MO KIO,3 ROOM,461,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,62,300000.0,461 ANG MO KIO AVE 10
27413,2016-07,ANG MO KIO,3 ROOM,549,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1981,63,300000.0,549 ANG MO KIO AVE 10
27414,2016-07,ANG MO KIO,3 ROOM,232,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,60,305000.0,232 ANG MO KIO AVE 3
27415,2016-07,ANG MO KIO,3 ROOM,225,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1978,60,305000.0,225 ANG MO KIO AVE 1
27416,2016-07,ANG MO KIO,3 ROOM,235,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1977,60,306000.0,235 ANG MO KIO AVE 3
27417,2016-07,ANG MO KIO,3 ROOM,624,ANG MO KIO AVE 4,07 TO 09,82.0,New Generation,1980,63,306000.0,624 ANG MO KIO AVE 4
27418,2016-07,ANG MO KIO,3 ROOM,506,ANG MO KIO AVE 8,04 TO 06,68.0,New Generation,1980,63,319000.0,506 ANG MO KIO AVE 8
27419,2016-07,ANG MO KIO,3 ROOM,534,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,62,320000.0,534 ANG MO KIO AVE 10
27420,2016-07,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978,61,320000.0,121 ANG MO KIO AVE 3
27421,2016-07,ANG MO KIO,3 ROOM,163,ANG MO KIO AVE 4,01 TO 03,82.0,New Generation,1980,63,325000.0,163 ANG MO KIO AVE 4
27422,2016-07,ANG MO KIO,3 ROOM,461,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,62,330000.0,461 ANG MO KIO AVE 10
27423,2016-07,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,07 TO 09,68.0,New Generation,1981,63,330000.0,333 ANG MO KIO AVE 1
27424,2016-07,ANG MO KIO,3 ROOM,434,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979,61,330000.0,434 ANG MO KIO AVE 10
27425,2016-07,ANG MO KIO,3 ROOM,112,ANG MO KIO AVE 4,07 TO 09,74.0,New Generation,1978,60,333000.0,112 ANG MO KIO AVE 4
27426,2016-07,ANG MO KIO,3 ROOM,416,ANG MO KIO AVE 10,04 TO 06,74.0,New Generation,1979,62,333000.0,416 ANG MO KIO AVE 10
27427,2016-07,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1977,59,335000.0,212 ANG MO KIO AVE 3
27428,2016-07,ANG MO KIO,3 ROOM,108,ANG MO KIO AVE 4,04 TO 06,67.0,New Generation,1978,61,335000.0,108 ANG MO KIO AVE 4
27429,2016-07,ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1979,61,339000.0,571 ANG MO KIO AVE 3
27430,2016-07,ANG MO KIO,3 ROOM,584,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1979,61,340000.0,584 ANG MO KIO AVE 3
27431,2016-07,ANG MO KIO,3 ROOM,156,ANG MO KIO AVE 4,07 TO 09,82.0,New Generation,1981,63,340000.0,156 ANG MO KIO AVE 4
27432,2016-07,ANG MO KIO,3 ROOM,255,ANG MO KIO AVE 4,04 TO 06,73.0,New Generation,1977,60,340000.0,255 ANG MO KIO AVE 4
27433,2016-07,ANG MO KIO,3 ROOM,649,ANG MO KIO AVE 5,04 TO 06,75.0,New Generation,1980,63,345000.0,649 ANG MO KIO AVE 5
27434,2016-07,ANG MO KIO,3 ROOM,611,ANG MO KIO AVE 5,13 TO 15,82.0,New Generation,1980,62,353000.0,611 ANG MO KIO AVE 5
27435,2016-07,ANG MO KIO,3 ROOM,330,ANG MO KIO AVE 1,07 TO 09,82.0,New Generation,1981,63,365000.0,330 ANG MO KIO AVE 1
27436,2016-07,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,04 TO 06,82.0,New Generation,1980,62,365000.0,463 ANG MO KIO AVE 10
27437,2016-07,ANG MO KIO,3 ROOM,345,ANG MO KIO AVE 3,07 TO 09,73.0,New Generation,1978,60,365000.0,345 ANG MO KIO AVE 3
27438,2016-07,ANG MO KIO,3 ROOM,649,ANG MO KIO AVE 5,07 TO 09,75.0,New Generation,1980,63,368000.0,649 ANG MO KIO AVE 5
27439,2016-07,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,04 TO 06,88.0,New Generation,1977,60,375000.0,256 ANG MO KIO AVE 4
27440,2016-07,ANG MO KIO,3 ROOM,644,ANG MO KIO AVE 4,04 TO 06,89.0,New Generation,1980,63,375000.0,644 ANG MO KIO AVE 4
27441,2016-07,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,04 TO 06,89.0,New Generation,1979,62,380000.0,417 ANG MO KIO AVE 10
27442,2016-07,ANG MO KIO,3 ROOM,108,ANG MO KIO AVE 4,10 TO 12,82.0,New Generation,1978,61,388000.0,108 ANG MO KIO AVE 4
27443,2016-07,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,10 TO 12,73.0,New Generation,1979,61,390000.0,129 ANG MO KIO AVE 3
27444,2016-07,ANG MO KIO,3 ROOM,343,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1978,60,390000.0,343 ANG MO KIO AVE 3
27445,2016-07,ANG MO KIO,3 ROOM,322,ANG MO KIO AVE 3,07 TO 09,73.0,New Generation,1977,59,398000.0,322 ANG MO KIO AVE 3
27446,2016-07,ANG MO KIO,3 ROOM,416,ANG MO KIO AVE 10,10 TO 12,89.0,New Generation,1979,62,400000.0,416 ANG MO KIO AVE 10
27447,2016-07,ANG MO KIO,3 ROOM,308B,ANG MO KIO AVE 1,07 TO 09,70.0,Model A,2012,95,452000.0,308B ANG MO KIO AVE 1
27448,2016-07,ANG MO KIO,4 ROOM,608,ANG MO KIO AVE 5,10 TO 12,91.0,New Generation,1980,62,416000.0,608 ANG MO KIO AVE 5
27449,2016-07,ANG MO KIO,4 ROOM,204,ANG MO KIO AVE 3,04 TO 06,92.0,New Generation,1977,59,422000.0,204 ANG MO KIO AVE 3
27450,2016-07,ANG MO KIO,4 ROOM,109,ANG MO KIO AVE 4,04 TO 06,92.0,New Generation,1978,61,438000.0,109 ANG MO KIO AVE 4
